text,category
"Leave for Drug and Alcohol Treatment
Labor Code sections 1025 through 1027 require employers with 25 or more employees to provide time off for employees to participate in drug or alcohol rehabilitation programs. The leave is provided as a “reasonable accommodation” on a case-by-case basis; no particular amount of time off is specified. The leave is unpaid, but employees must be permitted to use any available sick leave. Employers must safeguard the employee’s privacy with respect to enrollment in any treatment program.",HR
"Leave for Literacy Assistance
Labor Code section 1041 through 1044 requires employers with 25 or more employees to provide unpaid time off for employees to participate in a literacy education program. The leave is provided as a “reasonable accommodation” on a case-by-case basis; no particular amount of time off is specified. Employers must safeguard the employee’s privacy with respect to enrollment in any literacy program. Employers may not terminate an employee based on a disclosure that the employee is illiterate.",HR
"Paid Leave for Organ or Bone Marrow Donation
California Labor Code sections 1508 through 1512 requires Employers with 15 or more employees to provide paid leave for employees serving as organ or bone marrow donors.",HR
"An employee must have been employed for at least 90 days immediately preceding the commencement of leave. The law mandates up to 30 days of paid leave in any one-year period for employees donating an organ to another person. For employees serving as bone marrow donors, the law requires up to five days of paid leave in any one-year period.",HR
"In addition to paid leave, an employer shall maintain and pay for coverage under a group health plan during the employee’s full leave. While paid leave must be provided, an employer can require that the employee first use up to five days of earned but unused sick leave or vacation for bone marrow donation. The employer can mandate an employee use up to two weeks of such accrued paid leave for organ donation. The leave does not run concurrently with leave under the federal Family and Medical Leave Act (“FMLA”) or the California Family Rights Act (“CFRA”).",HR
"The law prohibits any denial of this new leave, as well as any discrimination against any employee who exercises the right to take it. Upon expiration of leave, an employer must reinstate the employee to the same position held when leave began, or to a position with equivalent seniority status, employee benefits, pay, and other terms and conditions of employment.",HR
"In the US, there is no single, comprehensive federal (national) law regulating the collection and use of personal data. However, each Congressional term brings proposals to standardise laws at a federal level. Instead, the US has a patchwork system of federal and state laws and regulations that can sometimes overlap, dovetail and contradict one another.",Security
"n addition, there are many guidelines, developed by governmental agencies and industry groups that do not have the force of law, but are part of self-regulatory guidelines and frameworks that are considered ""best practices"". These self-regulatory frameworks have accountability and enforcement components that are increasingly being used as a tool for enforcement by regulators.",Security
"There are already a panoply of federal privacy-related laws that regulate the collection and use of personal data. Some apply to particular categories of information, such as financial or health information, or electronic communications. Others apply to activities that use personal information, such as telemarketing and commercial e-mail.",Security
"In addition, there are broad consumer protection laws that are not privacy laws as such, but have been used to prohibit unfair or deceptive practices involving the disclosure of, and security procedures for protecting, personal information.",Security
"Some of the most prominent federal privacy laws include, without limitation, the following:
The Federal Trade Commission Act (15 U.S.C. §§41-58) (FTC Act) is a federal consumer protection law that prohibits unfair or deceptive practices and has been applied to offline and online privacy and data security policies. The FTC has brought many enforcement actions against companies failing to comply with posted privacy policies and for the unauthorised disclosure of personal data. ",Security
"The FTC is also the primary enforcer of the Children's Online Privacy Protection Act (COPPA) (15 U.S.C. §§6501-6506), which applies to the online collection of information from children, and the Self-Regulatory Principles for Behavioural Advertising.",Security
"The Financial Services Modernization Act (Gramm-Leach-Bliley Act (GLB)) (15 U.S.C. §§6801-6827) regulates the collection, use and disclosure of financial information. It can apply broadly to financial institutions such as banks, securities firms and insurance companies, and to other businesses that provide financial services and products.",Security
"GLB limits the disclosure of non-public personal information, and in some cases requires financial institutions to provide notice of their privacy practices and an opportunity for data subjects to opt out of having their information shared.",Security
"n addition, there are several Privacy Rules promulgated by national banking agencies and the Safeguards Rule, Disposal Rule, and Red Flags Rule issued by the FTC that relate to the protection and disposal of financial data.",Security
"The Health Insurance Portability and Accountability Act (HIPAA) (42 U.S.C. §1301 et seq.) regulates medical information. It can apply broadly to health care providers, data processors, pharmacies and other entities that come into contact with medical information. The Standards for Privacy of Individually Identifiable Health Information (HIPAA Privacy Rule) (45 C.F.R. Parts 160 and 164) apply to the collection and use of protected health information (PHI).",Security
The Security Standards for the Protection of Electronic Protected Health Information (HIPAA Security Rule) (45 C.F.R. 160 and 164) provides standards for protecting medical data. The Standards for Electronic Transactions (HIPAA Transactions Rule) (45 C.F.R. 160 and 162) applies to the electronic transmission of medical data. These HIPAA rules were revised in early 2013 under the HIPAA “Omnibus Rule”.,Security
The HIPAA Omnibus Rule also revised the Security Breach Notification Rule (45 C.F.R. Part 164) which requires covered entities to provide notice of a breach of protected health information.,Security
"Under the revised rule, a covered entity must provide notice of acquisition, access, use, or disclosure of PHI in a manner not permitted under the Privacy Rule, unless the covered entity or business associate demonstrates that there is a low probability that the protected health information has been compromised.",Security
"The Fair Credit Reporting Act (15 U.S.C. §1681) (and the Fair and Accurate Credit Transactions Act (Pub. L. No. 108-159) which amended the Fair Credit Reporting Act) applies to consumer reporting agencies, those who use consumer reports (such as a lender) and those who provide consumer-reporting information (such as a credit card company).",Security
"Consumer reports are any communication issued by a consumer reporting agency that relates to a consumer's creditworthiness, credit history, credit capacity, character, and general reputation that is used to evaluate a consumer's eligibility for credit or insurance.",Security
"The Controlling the Assault of Non-Solicited Pornography and Marketing Act (CAN-SPAM Act) (15 U.S.C. §§7701-7713 and 18 U.S.C. §1037) and the Telephone Consumer Protection Act (47 U.S.C. §227 et seq.) regulate the collection and use of e-mail addresses and telephone numbers, respectively.",Security
"The Electronic Communications Privacy Act (18 U.S.C. §2510) and the Computer Fraud and Abuse Act (18 U.S.C. §1030) regulate the interception of electronic communications and computer tampering, respectively. A class action complaint filed in late 2008 alleged that internet service providers (ISPs) and a targeted advertising company violated these statutes by intercepting data sent between individuals' computers and ISP servers (known as deep packet inspection).",Security
This is the same practice engaged in by Phorm in the UK and several UK telecommunications companies that resulted in an investigation by the European Commission.,Security
"In 2016, Congress enacted the Judicial Redress Act, giving citizens of certain ally nations (notably, EU member states) the right to seek redress in US courts for privacy violations when their personal information is shared with law enforcement agencies.",Security
"There are also many federal security and law enforcement laws that regulate the use of personal information, but these laws are outside the scope of this chapter.
In addition to the above laws, there are also many guidelines issued by industry groups that are not legally enforceable but are generally considered ""best practices"" in those industries (such as the payment card, mobile marketing and online advertising industries).",Security
"For example, the advertising industry continues to develop its self-regulatory programme for online behavioural advertising. This programme requires members of various advertising industry trade groups to comply with the groups' guidelines for online behavioural advertising, which largely mirror the FTC's guidelines.",Security
The programme includes an icon that members should place on their websites if tracking data is collected. The icon links to information about the website's data collection practices and how an individual can opt out of some online tracking. The self-regulatory programme was also expanded in 2015 to the mobile environment.,Security
"State privacy laws
There are many laws at the state level that regulate the collection and use of personal data, and the number grows each year. Some federal privacy laws pre-empt state privacy laws on the same topic.",Security
"For example, the federal law regulating commercial e-mail and the sharing of e-mail addresses pre-empts most state laws regulating the same activities. Conversely, there are many federal privacy laws that do not pre-empt state laws, which means that a company can find itself in the position of trying to comply with federal and state privacy laws that regulate the same types of data (for example, medical or health records) or types of activity.",Security
"Most states have enacted some form of privacy legislation, however California leads the way in the privacy arena, having enacted multiple privacy laws, some of which have far-reaching effects at a national level.",Security
California was the first state to enact a security breach notification law (California Civil Code §1798.82). The law requires any person or business that owns or licenses computerised data that includes personal information to disclose any breach of the security of the system to all California residents whose unencrypted personal information was acquired by an unauthorised person.,Security
"Most of the early state security breach notification laws mirrored California's law, and tended to be reactive, that is, they established requirements for responding to a security breach. More recently, a number of states laws have enacted more prescriptive and preventative laws, that is, these laws are more stringent and actually establish requirements to avoid a security breach.",Security
"The best example of a preventative-type of law is the Massachusetts Regulation (201 CMR 17.00), which prescribes in considerable detail an extensive list of technical, physical and administrative security protocols aimed at protecting personal information that affected companies must implement into their security architecture, and describe in a comprehensive written information security programme.",Security
"As of March 28, 2018, all 50 states, as well as the District of Columbia, Puerto Rico, and the US Virgin Islands have enacted laws requiring notification of security breaches involving personal information.",Security
"New laws and proposed amendments are constantly proliferating, as technological threats change and progress toward uniform federal legislation stalls. For example, California is seeing the implementation of a variety of data privacy laws and amendments it enacted in 2015 including:",Security
"The California Electronic Communications Privacy Act (S.B. 178), which severely limits the ability of government authorities to seek electronic communication information for law enforcement purposes.",Security
"Several amendments to security breach notification law. S.B. 570 amends the required content of security breach notices, requiring that notices clearly and conspicuously display certain prescribed headings. A.B. 964 now defines the term ''encrypted'' for purposes of California's breach notification law as ''rendered unusable, unreadable, or indecipherable to an unauthorised person through a security technology or methodology generally accepted in the field of information security.'' Both amendments went into effect on 1 January 2016.",Security
"A.B. 1541, which amends the definition of ''personal information'' in the state's data privacy statute to include:
a username or e-mail address combined with a password or security question and answer for access to an online account; and
health insurance information.",Security
"In July 2018, California passed the most sweeping of all privacy laws in the US, the California Consumer Privacy Act of 2018 (effective from 1 January 2020). The law provides consumers with several new rights, including the right to:",Security
"Require the deletion of their data.
Request disclosures of information about how information is collected and shared.
Instruct a company not to sell their data.",Security
"There is also a private right of action for individuals to pursue violators, which will likely lead to significant class action law suits in California. This is a complicated law that remains subject to potential revisions before the 2020 implementation date.",Security
"The FTC Act. This applies to most companies and individuals doing business in the US, other than certain transportation, telecommunications and financial companies (because these industries are primarily regulated by other national agencies). ",Security
"The FTC's Behavioural Advertising Principles are voluntary in nature, although many companies consider them ""best practices"". They apply to website operators that engage in behavioural advertising (contextual advertising and targeted advertising).",Security
"The GLB Act. This applies to financial institutions, defined to include a range of institutions engaging in financial activities, such as banks, securities firms and insurance companies. According to the FTC, the primary enforcer of GLB, an institution must be significantly engaged in financial activities to be considered a financial institution.",Security
Whether a financial institution is significantly engaged in financial activities to come under GLB. Whether an institution is significantly engaged in financial activities is a flexible standard that takes into account all the facts and circumstances.,Security
"GLB also applies to third parties that are not financial institutions but that receive non-public personal information from non-affiliated financial institutions.
The HIPAA. This applies to covered entities and business associates.",Security
"Covered entities include health plans, health care clearinghouses, and health care providers who conduct certain financial and administrative transactions electronically. A business associate is a person or entity that performs certain functions or activities that involve the use or disclosure of PHI on behalf of, or provides services to, a covered entity.",Security
"These activities include:
Claims processing or administration.
Data analysis and processing.
Quality assurance.
Billing.
Benefit management.
Practice management.
Re-pricing.",Security
The California Security Breach Notification Law. This applies to any person or business that conducts business in California and that owns or licenses computerised data that includes personal information.,Security
"The California Online Privacy Protection Act. This applies to an operator of a commercial website, online service or mobile app, that collects personally identifiable information through the internet about individual consumers residing in California who use or visit its commercial website or online service.",Security
"The FTC Act does not regulate specific categories of data. Instead it prohibits unfair or deceptive acts or practices involving practices that fail to safeguard consumers' personal information. The FTC's Behavioural Advertising Principles apply to the tracking of a consumer's activities online over time, including the consumer's searches, web pages visits, and viewed content, to deliver advertising targeted to the individual consumer's interests.",Security
"The GLB Act applies to non-public personal information collected by a financial institution that is provided by, results from, or is otherwise obtained in connection with consumers and customers who obtain financial products or services primarily for personal, family or household purposes from a financial institution.",Security
"For the purposes of the GLB Act, a consumer is someone who has obtained a financial product or service but does not have an ongoing relationship with the financial institution (for example, someone who cashed a check with a check-cashing company or made a wire transfer or applied for a loan).",Security
A customer is a sub-set of consumers and refers to someone with an ongoing relationship with the institution. The non-public personal information that is the subject of GLB applies to information that is not publicly available and which is capable of personally identifying a consumer or customer.,Security
"The HIPAA regulates PHI, which is individually identifiable health and medical information that is maintained or transmitted by a covered entity or its business associate.",Security
"The California Security Breach Notification Law regulates personal information, which means an individual's first name or first initial and last name in combination with any one or more of the following data elements, when either the name or the data elements are not encrypted:
Social security number.
Driver's licence number or California Identification Card number.
Account number, credit or debit card number, in combination with any required security code, access code or password that allows access to an individual's financial account.
Medical information.
Health insurance information.",Security
"Personal information also includes a user name or email address, in combination with a password or security question and answer that would permit access to an online account. Personal information does not include publicly available information that is lawfully made available to the general public from federal, state or local government records.",Security
"The California Online Privacy Protection Act defines personally identifiable information as individually identifiable information about an individual consumer collected online by the operator from that individual and maintained by the operator in an accessible form, including any of the following:
A first and last name.
A home or other physical address, including street name and name of a city or town.
An e-mail address.
A telephone number.
A social security number.
Any other identifier that allows the physical or online contacting of a specific individual.",Security
Information concerning a user that the website or online service collects online from the user and maintains in personally identifiable form in combination with an identifier described above.,Security
"The FTC Act prohibits unfair or deceptive acts or practices. The FTC has used its authority to charge companies that:
Fail to protect consumer personal data, leaving such data vulnerable to cyberattacks.
Have changed their privacy policies without adequate notice.
Fail to comply with a posted privacy policy.",Security
"The GLB Act regulates the collection, use, sharing and disclosure of non-public financial information. The requirements for written notice of privacy procedures and obtaining consent (and opportunities to opt-out of certain disclosures) vary depending on whether the data subject is a customer or a consumer and with whom the financial institution shares this information.",Security
"One of the most onerous obligations financial institutions is to implement a security programme to protect the non-public personal information from unauthorised disclosures.
The HIPAA regulates the use and disclosure of PHI and the collection, use, maintenance or transmission of electronic PHI, and requires notice of privacy practices.",Security
"The California Security Breach Notification Law requires any person or business that conducts business in California and owns or licenses computerised data that includes personal information to disclose any security breach of this information following discovery or notification of the breach to any resident of California whose unencrypted personal information was, or is reasonably believed to have been, acquired by an unauthorised person.",Security
"In addition, any person or business that maintains computerised data that includes personal information that the person or business does not own must notify the owner or licensee of the information of any breach of the security of the data immediately following discovery, if the personal information was, or is reasonably believed to have been, acquired by an unauthorised person.",Security
"If the person or business providing the notification was the source of the breach, an offer to provide appropriate identity theft prevention and mitigation services, if any, must be provided at no cost to the affected person for not less than 12 months.",Security
"The California Online Privacy Protection Act requires a commercial website to conspicuously post its privacy policy on its website, which describes its information handling procedures. As amended, the Act requires operators of web sites, online services and mobile apps that are directed to minors or that have actual knowledge that a minor is using their site or service to both:
Permit a minor to remove or request the removal of certain online information.
Disclose how minors can remove or request removal of content.",Security
"The Act also prohibits such operators from advertising and marketing products not legally available to minors (including alcohol, firearms, tobacco, tattoos and lottery tickets).",Security
"The FTC Act and rules and guidelines promulgated under the FTC's authority apply to companies and individuals doing business in the US.
The GLB Act applies to financial institutions (which is defined very broadly, see Question 2) and to affiliated and non-affiliated third parties that receive non-public personal information from financial institutions.",Security
"It also applies to persons who obtain or attempt to obtain, or cause or attempt to cause disclosure of, that non-public personal information from financial institutions through false or fraudulent means.",Security
"The HIPAA covers entities (defined in Question 2) over which the US Government has enforcement authority. However, certain business associates of covered entities may have contractual obligations to safeguard PHI, including those operating outside of any US jurisdiction.",Security
"The California Security Breach Notification Law applies to any person or business that conducts business in California, and that owns or licenses computerised data that includes personal information.",Security
The California Online Privacy Protection Act applies to an operator of a commercial website or online service that collects personally identifiable information through the internet about individual consumers residing in California who use or visit its commercial website or online service.,Security
"The privacy rules and guidelines issued by the FTC provide exemptions from privacy requirements for law enforcement purposes.
Under the GLB Act, a financial institution can disclose a consumer's non-public personal information with an affiliated entity if it provides notice of this practice.",Security
"The financial institution does not need to obtain consent for this disclosure. An affiliated entity is any company that controls, or is controlled by, or is under common control with another company, including financial and non-financial institutions.",Security
"A financial institution can disclose a consumer's non-public personal information with a non-affiliated entity without providing the consumer the right to opt out if all the following apply:
The disclosure is to a third party that uses the information to perform services for the financial institution.",Security
"The financial institution provides notice of this practice.
The financial institution and the third party enter into a contract that requires the third party to maintain the confidentiality of the information and to use the information only as intended.",Security
"A financial institution can disclose a consumer's non-public personal information with a non-affiliated entity without providing the consumer the right to opt out if the information is necessary to effect, administer or enforce a transaction. In this case, the financial institution does not need to disclose this practice to the consumer.",Security
"A financial institution can disclose non-public personal information for compliance purposes (for example, to an insurance rating organisation) and for law enforcement purposes. A financial institution can disclose publicly available financial information (such as publicly available property tax records).",Security
"The HIPAA does not apply to health information that is not personally identifiable (for example, aggregate data), and it does not apply to health information used by individuals or entities that do not fall within the definitions of covered entities or business associates of covered entities.",Security
"For example, some educational and employment records (such as a report about an individual's fitness for duty used to make an employment decision) does not fall under HIPAA. There are many exemptions from the restrictions on disclosure of PHI, for example, for law enforcement purposes and to avert a serious public health threat.",Security
The disclosure of a security breach required by the California Security Breach Notification Law may be delayed if a law enforcement agency determines the notification will impede a criminal investigation.,Security
"In addition, a company that maintains its own notification procedures as part of an information security policy for the treatment of personal information and is otherwise consistent with the timing requirements of the law, is deemed to comply with the notification requirements if the person or business notifies subject persons in accordance with its policies if there is a breach of the system's security.",Security
"The FTC's Behavioural Advertising Principles suggest that website operators disclose their data collection practices tied to online behavioural advertising and disclose that consumers can opt out of these practices, providing an opt-out mechanism.",Security
"The GLB Act requires a financial institution to provide notice of its privacy practices, but does not have the same government regulator notification or registration requirements under Directive 95/46/EC on data protection (Data Protection Directive).",Security
"The HIPAA requires a covered entity to provide notice to data subjects of its privacy practices and of data subjects' rights under HIPAA, but does not have the same government regulator notification or registration requirements as under the Data Protection Directive.",Security
"The California Security Breach Notification Law does not have the same government regulator notification or registration requirements as under the Data Protection Directive. However, if a security breach occurs, notice should be provided in certain circumstances to all affected individuals in one of the following forms:
Written notice.
Electronic notice, if the notice provided is consistent with national laws concerning electronic signatures (15 U.S.C. §7001).
Substitute notice, if the company demonstrates that the cost of providing notice would exceed USD250,000, or that the affected class of subject persons to be notified exceeds 500,000, or the company does not have sufficient contact information.",Security
"Substitute notice must consist of all of the following:
E-mail notice when the company has an e-mail address for the subject persons.
Conspicuous posting of the notice on the agency's website page, if the agency maintains one.
Notification to major state-wide media.",Security
"However, if a company maintains its own notification procedures through an information security policy for personal information and is otherwise consistent with legal timing requirements, the company complies with the notification requirements if it notifies subject persons in accordance with its policies if there is a breach of system security. Companies must submit to the California Attorney General a copy of the notification that was sent to affected consumers.",Security
"The California Online Privacy Protection Act requires commercial websites to disclose their privacy practices, but does not have the same government regulator notification or registration requirements under the Data Protection Directive.",Security
"The FTC has used section 5 of the FTC Act to charge companies that failed to comply with their own privacy policies or failed to safeguard data they have collected. The FTC Act does not expressly require a company to have or disclose a privacy policy, but the FTC's position is that if a company discloses a privacy policy, it must comply with it. In addition, the FTC has stated that it is a violation of the FTC Act for a company to retroactively change its privacy policy without providing data subjects an opportunity to opt out of the new privacy practice.",Security
"In 2015-17, the FTC:
Levied a USD100 million penalty against LifeLock, after Lifelock violated a 2010 order and failed to secure customer’s personal data. This is the largest monetary penalty the agency has ever levied in an order-enforcement action.",Security
"Won a notable appellate victory, with the Third Circuit affirming the Commission's authority to prosecute unreasonable data security practices under section 5 of the FTC Act. The defendant hotel chain ultimately settled with the FTC, but the appellate decision was significant in ruling that the FTC could use its general consumer protection authority to crack down on inadequate security measures as unfair and deceptive and practices.",Security
"Released guidance to help companies take the appropriate actions in the wake of a data breach, in response to reports that data breaches at numerous companies put sensitive personal information belonging to hundreds of millions of consumers at risk.",Security
"Ensured compliance with the (now-defunct) EU-U.S. Safe Harbour framework. For example, the FTC entered settlements with 13 companies over charges that they falsely represented compliance with their self-certification requirements under Safe Harbour rules.",Security
"Some bills advanced or introduced in the 115th Congressional term (Jan. 2017 – Jan. 2018) include:
H.R. 387 (Email Privacy Act). This amends title 18, US Code to update the privacy protections for electronic communications information that is stored by third-party service providers to protect consumer privacy interests while meeting law enforcement needs and for other purposes (introduced on 9 January 2017, passed by House on 6 Feb 2017).",Security
"H.R. 2454 (Department of Homeland Security Data Framework Act of 2017). This directs the Secretary of Homeland Security to establish a data framework to provide access for appropriate personnel to law enforcement and other information of the Department, and for other purposes (introduced on 16 May 2017).",Security
"H.R. 2356 (Managing Your Data Against Telecom Abuses Act of 2017, or the MY DATA Act of 2017). This prohibits providers of internet broadband services or of internet content, applications, or devices from using unfair, or deceptive acts or practices relating to privacy or data security.",Security
"The Federal Trade Commission (FTC), , can promulgate regulations to carry out such prohibition after consulting with the Federal Communications Commission (FCC). (Introduced on 4 May 2017 and a similar bill, S. 984, was introduced in the Senate on 27 April 2017).",Security
"H.R. 2520 (Balancing the Rights of Web Surfers Equally and Responsibly Act of 2017, or the ""BROWSER Act""). This requires providers of broadband internet access service and edge services to:
clearly notify users of their privacy policies; and
give users opt-in or opt-out approval rights with respect to the use of, disclosure of, and access to user information collected by the providers based on the level of sensitivity of the information, and for other purposes (introduced on 18 May 2017).",Security
The GLB Act seeks to protect consumer financial privacy by limiting when a financial institution can disclose a consumer's non-public personal information to non-affiliated third parties. Financial institutions must notify their customers about their information-sharing practices and tell consumers of their right to opt out if they don't want their information shared with certain non-affiliated third parties.,Security
"Another part of GLB is the Safeguards Rule, which requires companies to develop a written information security plan that describes their programme to protect customer records and information. Federal and state agencies with jurisdiction under GLB over financial institutions must implement regulations requiring the financial institutions to establish safeguards under their security programme, including safeguards that:",Security
"Protect against unauthorised access to, or use of, these records or information, which would result in substantial harm or inconvenience to any customer. Common standards that have been suggested to restrict unauthorised access include the use of:
data encryption;
authentication mechanisms;
background checks; and
frequent monitoring and testing of the information security protocols and systems.Protect against unauthorised access to, or use of, these records or information, which would result in substantial harm or inconvenience to any customer. Common standards that have been suggested to restrict unauthorised access include the use of:
data encryption;
authentication mechanisms;
background checks; and
frequent monitoring and testing of the information security protocols and systems.",Security
"Ensure the security and confidentiality of customer records and information.
Protect against any anticipated threats or hazards to the security or integrity of these records.
Implement an identity theft prevention programme in connection with covered accounts.
Implement response programme regulations requiring the financial institutions to notify the regulator (and in certain cases the customer) when there has been unauthorised access to sensitive customer information.
Contractually require its service providers to ensure that they are also meeting the objectives of the security programme and monitor them.",Security
"In addition, any entity that receives consumer financial information from a financial institution can be restricted in its reuse and re-disclosure of that information.
The HIPAA requires (with some exceptions) covered entities to:
Use, request and disclose the minimum amount of PHI necessary to complete a transaction (HIPAA Privacy Rule).
Implement data security procedures, protocols and polices at administrative, technical, physical and organisational levels to protect data (HIPAA Security Rule).
Comply with certain uniform standards established for certain electronic transactions (HIPAA Transactions Rule).",Security
"The California Security Breach Notification Law is triggered by unauthorised disclosure of unencrypted information, so it encourages companies to encrypt the personal information of Californians. An amendment enacted in 2015 defined encryption under the law, without specifying technological standards.",Security
"Another California statute, Civil Code §1798.81.5, requires certain businesses to use safeguards to ensure the security of Californians' personal information (defined as name plus social security number, driver's licence or state ID and financial account number) and to contractually require third parties to do the same.",Security
"Civil Code §§1798.85-1798.86, 1785.11.1, and 1785.11.6 restrict businesses and state and local agencies from publicly posting, displaying selling or offering to sell social security numbers and prohibit embedding social security numbers on a card or document using a bar code, chip, magnetic strip or other technology, in place of removing the number as required by law. Civil Code §§1798.80 to 1798.81 and 1798.84 require businesses to shred, erase or otherwise modify the personal information in records under their control.",Security
"The FTC's Behavioural Advertising Principles suggest website operators should obtain affirmative express consent (which can be provided online) before using sensitive consumer data. Sensitive data includes:
Financial data.
Data about children.
Health information.
Precise geographic location information.
Social security numbers.",Security
"In addition, website operators that revise their privacy policies should obtain affirmative express consent before using consumer data in ways that are materially different from the privacy policy that was in effect when the data was collected. The FTC also enforces the Children's Online Privacy Protection Act which requires websites that are directed to children, or that knowingly collect personal information from children, to obtain verifiable parental consent before sharing children's personal information.",Security
"The GLB Act requires a financial institution, at the time of establishing a customer relationship, and at least annually after that, to notify customers and consumers of the institution's privacy policy and practices and allow the individual to opt-out of certain disclosures of the individual's non-public personal information. A financial institution must provide the consumer or customer with reasonable means to opt-out of certain disclosures (such means can be written, oral or electronic).",Security
"The HIPAA generally requires covered entities to obtain consent in writing from a data subject before disclosing that data (with certain exceptions, for example, to provide medical treatment). Consent must generally be in writing and contain the signature of the data subject and the date. The HIPAA Privacy Rule provides specific statements that must be included in the consent.",Security
"The California Security Breach Notification Law requires disclosure of security breaches, but does not specifically address the requirement for consent. However, other California statutes require express consent when processing personal information, for example, California's medical privacy law (Civil Code §1798.91) prohibits using personal medical information for direct marketing purposes without consent.",Security
The FTC's Behavioural Advertising Principles suggest website operators should obtain affirmative express consent before using sensitive consumer data,Security
"The GLB Act does not specifically address individual categories of data, however, regulators have also implemented response programme regulations requiring the financial institutions to notify the regulator (and in some cases the customer) when there has been unauthorised access to sensitive customer information.",Security
"A law relating to GLB, the Fair Credit Reporting Act (15 U.S.C. §1681), limits how consumer reports and credit card account numbers can be used and disclosed. Financial institutions are prohibited from disclosing an account number to a non-affiliated entity (other than a consumer reporting agency) for telemarketing, e-mail marketing or direct marketing purposes.",Security
"Under the HIPAA, there are specific rules regulating the disclosure of psychotherapy notes. A covered entity must generally obtain written authorisation before disclosing psychotherapy notes, even for purposes of medical treatment, medical operations or payment.",Security
"There are several California laws that provide special rules in relation to the processing, collection, transmission and disclosure of certain types of data including, without limitation:
Financial and medical data.
Social security numbers.
Credit card account numbers.
Telecommunications records.
Radio frequency identification (RFID).
Library records.",Security
"The GLB Act requires a financial institution to provide notice of its privacy practices, but the timing and content of this notice depends on whether the data subject is a consumer or a customer. A customer (someone with an established and ongoing relationship with the financial institution) is entitled to receive the financial institution's privacy notice when the relationship is established and annually after that.",Security
"The privacy notice must be a clear, conspicuous, and accurate statement of the company's privacy practices. It should describe:
The categories of information that it collects and discloses.
The categories of affiliated and non-affiliated entities with whom it shares information.",Security
"That the consumer or customer has the right to opt out of some disclosures (see Question 6 for details about when an opt-out is required).
How the consumer or customer can exercise the opt-out right (if an opt-out right is available).",Security
"HIPAA requires covered entities to provide a notice of privacy practices to data subjects, generally on the first visit for treatment. The notice must contain the statement: ""THIS NOTICE DESCRIBES HOW MEDICAL INFORMATION ABOUT YOU MAY BE USED AND DISCLOSED AND HOW YOU CAN GET ACCESS TO THIS INFORMATION. PLEASE REVIEW IT CAREFULLY"". The notice must describe:
The uses and disclosures of PHI the covered entity is entitled to make (such as to receive payment from an insurance company).
How an individual can access his information.
How to complain about an HIPAA violation.
An effective date.",Security
"Covered entities are not required to register with a governmental agency, but covered entities must keep records of certain disclosures of PHI.
The California Security Breach Notification Law does not specifically address information that should be provided to data subjects at the point of collection, as it focuses on requirements of disclosure of security breaches.",Security
"The privacy policy required under the California Online Privacy Protection Act must:
Identify the categories of personally identifiable information that the operator collects through the website or online service and the categories of third-party persons or entities with whom the operator can share that personally identifiable information.",Security
"Explain how a consumer can review his personal information collected by the operator of the website or online service, and how the consumer can make changes to that information, if the website or online service operator allows this.
Explain how the website or online service operator notifies consumers of changes to its privacy policy.
State the effective date of the privacy policy.",Security
"The FTC Act and most US privacy laws (except the HIPAA and some California laws) do not generally provide data subjects with specific access rights to their data. However, the Children's Online Privacy Protection Act allows a parent to view the personal information collected by a website about a child, and to delete and correct that information.",Security
"The GLB Act allows consumers or customers to opt-out of certain disclosures but does not generally specifically provide access rights to these individuals. In some cases, financial institutions must notify the customer when there has been unauthorised access to his sensitive customer information.",Security
"Under the HIPAA, a data subject has the right to request access to and to make corrections to his own PHI, and can (with some exceptions) request an account of the manner in which his PHI has been used or disclosed.",Security
